user_id,Biaya_Rata_Rata,Domain_Akademik,Domain_Bisnis_Karir,Domain_Olahraga_E-Sport,Domain_Seni_Kreatif,Domain_Teknologi,Domain_Umum_Lainnya,Jenjang_Encoded,Is_Online,Is_Offline,Persona_Name
user_0072,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0073,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0074,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0075,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0076,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0077,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0078,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0079,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0080,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0081,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0082,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0083,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0084,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0085,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0086,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0087,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0088,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0089,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0090,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0091,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0092,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0093,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0094,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0095,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0096,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0097,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0098,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0099,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0100,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0101,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0102,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0103,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0104,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0105,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0106,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0107,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0108,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0109,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0110,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0111,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0112,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0113,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0114,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0115,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0116,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0117,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0118,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0119,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0120,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0121,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0122,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0123,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0124,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0125,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0126,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0127,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0128,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0129,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0130,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0131,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0132,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0133,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0134,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0135,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0136,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0137,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0138,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0139,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0140,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0141,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0142,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0143,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0144,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0145,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0146,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0147,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0148,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0149,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0150,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0151,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0152,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0153,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0154,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0155,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0156,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0157,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0158,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0159,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0160,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0161,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0162,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0163,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0164,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0165,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0166,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0167,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0168,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0169,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0170,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0171,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0172,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0173,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0174,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0175,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0176,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0177,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0178,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0179,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0180,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0181,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0182,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0183,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0184,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0185,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0186,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0187,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0188,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0189,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0190,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0191,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0192,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0193,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0194,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0195,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0196,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0197,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0198,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0199,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0200,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0201,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0202,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0203,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0204,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0205,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0206,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0207,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0208,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0209,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0210,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0211,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0212,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0213,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0214,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0215,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0216,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0217,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0218,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0219,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0220,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0221,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0222,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0223,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0224,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0225,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0226,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0227,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0228,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0229,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0230,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0231,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0232,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0233,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0234,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0235,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0236,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0237,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0238,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0239,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0240,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0241,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0242,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0243,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0244,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0245,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0246,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0247,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0248,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0249,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0250,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0251,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0252,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0253,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0254,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0255,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0256,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0257,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0258,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0259,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0260,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0261,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0262,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0263,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0264,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0265,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0266,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0267,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0268,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0269,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0270,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0271,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0272,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0273,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0274,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0275,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0276,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0277,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0278,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0279,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0280,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0281,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0282,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0283,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0284,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0285,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0286,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0287,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0288,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0289,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0290,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0291,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0292,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0293,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0294,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0295,25000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0296,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0297,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0298,50000,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0299,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0300,0,0,1,0,0,1,0,4,1,0,Tech Mahasiswa Online
user_0301,25000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0302,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0303,25000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0304,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0305,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0306,100000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0307,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0308,25000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0309,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0310,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0311,25000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0312,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0313,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0314,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0315,25000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0316,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0317,100000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0318,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0319,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0320,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0321,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0322,100000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0323,25000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0324,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0325,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0326,100000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0327,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0328,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0329,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0330,25000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0331,100000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0332,25000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0333,100000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0334,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0335,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0336,100000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0337,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0338,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0339,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0340,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0341,25000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0342,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0343,100000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0344,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0345,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0346,25000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0347,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0348,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0349,100000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0350,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0351,25000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0352,25000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0353,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0354,50000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
user_0355,75000,0,0,0,1,0,1,3,0,1,Kreator Seni SMA Offline
